userId,nickname,gender,age,birthday,viptype,level,sign,eventCount,followsCount,province,city,listenSongs
498356708,想成为个土豆,2,0,2040-01-01,0,8,我会期待遇见 就会一直期待期待期待 ,0,25,510000,510100,3209
94874500,Lucky灰姑娘的时光机,2,0,2040-01-01,0,8,,16,7,440000,440100,3952
120571435,12edsf12ewfd,1,23,1998-02-12,11,8,,1,8,310000,310101,7482
326758812,予雨相濡,1,22,1999-01-09,11,8,,0,40,340000,340700,3361
125159405,Cee_Q,2,27,1994-12-11,0,9,DAY  TOY❤,6,25,130000,130100,8028
323125936,柟柟神柟,1,22,1999-03-09,11,9,,2,23,430000,430100,10247
250950639,阿绿的蓝,1,26,1995-02-15,0,9,我好像是个胖子,15,68,510000,510100,11663
333672328,虎口脱险k,2,23,1998-10-26,0,8, 相濡以沫 不如相忘于江湖,0,5,620000,620100,3097
1289747130,-玉面飞猪-,1,0,2040-01-01,0,7,,0,5,370000,370200,2918
491163075,安静毛-躁动毛,1,24,1997-06-10,0,8,,0,32,340000,340100,6612
342623016,卿卿瑶嬅,2,0,2040-01-01,0,8,,0,123,440000,440300,3178
406959572,今日奶茶限量供应,1,19,2002-11-03,11,8,  ू•ૅω•́ ᵎᵎᵎ,1,33,310000,310101,3229
540921962,一支没有灵魂的98K,1,29,1992-02-10,0,8,不甘堕落 不思进取,1,25,320000,320100,4719
264889403,Gloria---Lee,2,0,2040-01-01,0,7,,9,7,370000,370100,1589
273954030,MS_九五,2,0,2040-01-01,11,8,,0,2,0,100,4459
132076796,穷其一生丶,1,26,1995-01-01,11,9,生活总会用一些特殊的方式 来提醒你岁月的流去 比如某个朋友突然就结婚了 突然就怀孕了 突然就生了 孩子突然就长大了 不去细想的时候 总觉得那个夏天才刚刚过去 不小心细细品来 竟然会想不起来这些年自己究竟去到过哪里 为什么会在这里 ,16,110,430000,430100,11239
544865974,Dreamer-AK,1,0,2040-01-01,0,7,,0,38,330000,330900,2451
66664919,玩玩就扬沙子怎么地,1,0,2040-01-01,0,7,死生契阔 与子成悦 ,0,37,230000,230100,2062
513889521,召唤兽符,1,22,1999-06-25,11,8,,1,8,440000,440600,5277
71891025,野鸽VV,1,0,2040-01-01,11,8,,6,12,510000,510100,3412
129606374,李云龙你开炮啊啊啊啊啊啊啊啊啊,1,0,2040-01-01,11,10,,0,14,0,100,30891
356323388,Raiver,2,22,1999-06-26,11,7,一眼朝如青丝暮成雪 美梦惊你不在眼前,4,9,440000,440400,2852
66406162,友達Aileen,2,0,2040-01-01,11,10,咿呀咿呀哟  •ิ • ิ ,18,22,0,100,21076
66624608,Tandper,1,21,2000-02-13,11,9,后来发现一个人一副耳机可以去任何地方 ,19,86,610000,610100,15812
264490316,--早安午安晚安-,2,0,2040-01-01,0,8,开心健康每一天 ,21,3,0,100,3960
447903132,正派人士_,1,22,1999-12-22,0,9,悲喜自渡 他人难悟 ,1,100,420000,422800,9998
413726902,Ersa_DaKn,1,0,2040-01-01,11,7,你真牛马,0,36,620000,622900,2570
1389642264,再来好几碗,0,0,2040-01-01,0,5,,0,4,370000,370100,341
99295336,陆林广的邻座同学是怪咖,1,0,2040-01-01,11,9,无关磅礴 我就是我 ,1,10,450000,450200,10409
429127543,听风说__你来过,1,0,2040-01-01,11,9,未陪妥剑 出门已是江湖,74,38,0,100,16996
346860365,TayloraelisonSwift,1,18,2003-08-05,0,8,生死参半,1,58,500000,500101,3027
433189022,qa总有刁民想害朕,1,0,2040-01-01,0,7,不念过往 不畏将来                                                           不困于心 不乱于情,0,7,510000,510100,1469
292451416,FoolLikeMe丶,1,27,1994-01-01,11,9,如果我爱上你的笑容 要怎么收藏要怎么拥有,39,41,520000,520400,13439
135373376,狮子山下断背山,2,0,2040-01-01,11,7,,0,5,110000,110101,1219
317566653,十三30十七,1,4,2017-01-08,0,9,该用户很懒 什么也没留下       ,100,40,0,100,9317
502854050,小成还行,1,0,2040-01-01,0,8,,1,5,310000,310101,3135
61019861,借过过个人,2,27,1994-12-17,0,8,罗斯 科比 one piece 士兵突击 杰伦 剧 电影,27,0,510000,510100,6095
268676340,Kelisiz,0,24,1997-09-01,0,8,,0,10,410000,410100,6508
617700352,57嘛,2,20,2001-06-07,0,6,喜欢网易云音乐 喜欢听歌,0,16,650000,654300,477
434834983,觉悟吧地球人,1,0,2040-01-01,0,8,,2,4,440000,442000,3488
568978599,伊娃1122,2,0,2040-01-01,0,4,,0,3,440000,440300,171
116558242,南城忆潇湘rss,1,24,1997-01-26,0,8,从你的全世界路过,82,38,370000,370100,5855
616372894,DILARAM00,1,27,1994-12-01,0,8,,44,80,650000,650100,5137
1388563046,米诺咯控,1,0,2040-01-01,0,7,,2,7,440000,440100,2028
129856593,skr刺客,1,46,1975-07-06,11,7,世界和平,1,17,1000000,1000100,1535
28386548,XOOOOO,1,0,2040-01-01,0,8,SHAKE IT OFF ,180,32,0,100,5837
599842068,艾克的时间卷轴器,1,0,2040-01-01,11,7,时空断裂－－两级反转 ,1,9,610000,610300,1246
448376132,饱肚滋味ZY,2,0,2040-01-01,0,7,M24要成最酷最辣最狠的角色,2,40,0,100,2103
1385473294,2436684063,1,0,2040-01-01,0,8,,0,6,130000,130100,3781
411834812,帐号已注销,0,0,2040-01-01,0,7,,0,1,0,100,1504
553271196,shy啊_,0,18,2003-05-22,0,7,当我们不打压任何音乐 听自己喜欢的歌 不做诋毁 音乐才能多样创新 ,6,686,1000000,1010000,1914
496935372,GOKUTANK,0,23,1998-07-08,0,8,ጿ ኈ ቼ ዽ ጿ ኈ,0,30,650000,652900,3366
489758585,邓林之阴_,2,0,2040-01-01,0,8,赤水之北 承天接地 万九千之大丘 天人之故里 浩然之巅 览六合渺海内 为三十六山川之始 宇内万物之纲 💫此名昆仑💫,240,33,0,100,5199
1389317371,软软Aria,2,24,1997-11-27,0,6,,7,10,420000,420100,791
1332423521,KylinZKUN,2,0,2040-01-01,11,7,闲鱼闲鱼,0,40,330000,330100,1181
532119734,雨玟星冰乐,1,18,2003-07-19,11,8,你是我心里面藏不住的喜欢,3,1,450000,450100,3677
517191604,一只臭臭怪啊,1,26,1995-04-02,0,7,,3,1,810000,810100,1983
510772833,薄荷核弹,0,0,2040-01-01,10,9,fuck everything,0,56,1000000,1007300,9200
80459080,阿兔的,0,0,2040-01-01,0,7,,1,7,420000,420100,2007
550865238,骨亓,2,0,2040-01-01,0,9,,0,3,0,100,11575
400882838,帐号已注销,0,0,2040-01-01,0,8,,0,5,0,100,3258
37854996,多久没吃面了,2,29,1992-07-24,0,10,凭借一点好奇心 以及尝试的勇气 让生活变得更有趣 更舒服 ,30,97,220000,220100,28544
1317148228,陆尘埃f,2,0,2028-04-25,0,7,,3,65,310000,310101,2950
263830520,入野自由小可爱,0,0,2040-01-01,0,7,,31,48,620000,620100,1743
1374484737,RaLuPoP,2,17,2004-02-24,11,8,存在感和自信是一种奢望,1,53,620000,620100,5342
587762198,晨和秋的柠檬,1,18,2003-04-07,11,9,公者千古,3,183,320000,320600,18438
563816819,聿槐-,1,17,2004-07-02,11,7,她真傻,0,41,220000,220100,2914
272944882,苏泱泱Saber,2,24,1997-07-31,11,8,新浪微博 苏泱泱Saber,3,6,420000,420100,4760
1355100526,是秀清呀,2,0,2040-01-01,11,7,,0,12,430000,430100,2197
111846120,北臣丶,1,17,2004-04-24,0,7,,5,77,330000,330100,1505
117127668,Enchanted-13-1989,1,0,2040-01-01,0,5,本质霉粉 希望果霉一家亲 Kanye粉和卡戴珊粉绕道 ,8,28,0,100,366
117528068,复复复复兴,1,16,2005-07-10,0,7,,0,11,360000,360700,2288
332653970,lojdb,1,0,2040-01-01,0,6,,0,3,110000,110101,895
305588565,李子-_-_,1,0,2040-01-01,0,8,,0,29,110000,110101,4483
541118268,W平沢唯,2,16,2004-12-31,0,8,,1,62,420000,420100,6215
609130537,梦魇时崎狂三之梦,2,0,2040-01-01,0,6,,1,30,370000,370200,838
343424909,chillG,1,22,1999-02-04,11,8,快乐且堕落,1,8,440000,440100,3245
546924188,鲍司机,1,15,2006-10-02,0,7,谁还不是个杂家,64,449,0,100,1313
393728085,畲族丶小蓝,0,0,2040-01-01,10,9,,0,6,350000,350200,15708
475777688,尐夏1705,1,0,2040-01-01,0,8,,1,20,520000,520100,5978
443956513,babebie,2,23,1998-06-30,0,8,You are just reading the world wrong  babe,51,76,310000,310114,7503
491861537,宇峖,0,15,2006-02-06,0,6,,0,14,210000,210100,840
550198069,用户550198069,1,0,2040-01-01,0,7,,1,26,0,100,1907
76462436,阿垃啦圾君,1,21,2000-08-01,0,8,努力的活下去,9,15,410000,411000,6113
552792552,裴十七的小红帽,2,0,2040-01-01,0,8,原本黯淡无光的生活因为音乐而变得五彩斑斓了呢,116,54,0,100,5864
103032546,sup-gakki,1,0,2040-01-01,0,8,,2,24,440000,440100,4335
505315037,冷月渡清风,1,0,2040-01-01,11,8,千金难买早知道,0,18,110000,110101,6601
1332936754,梓辛呀,0,0,2040-01-01,0,8,,0,6,360000,360900,6133
280218623,我在dyl的脸上亲了一下,2,0,2040-01-01,0,8,,6,36,0,100,3353
616792543,gytrvllnhiknb,2,0,2040-01-01,0,9,幺儿乖,4,4,0,100,13712
377339597,丶Babymetal,1,0,2040-01-01,0,9,,1,7,440000,441700,11352
1309327579,痴影说梦,0,0,2040-01-01,0,8,,0,8,0,100,4403
546149265,小石博物馆,1,19,2002-11-21,11,7,,0,27,340000,340800,1455
293142323,Lucky子杰,1,30,1991-11-01,0,8,少爷我想谈恋爱了,0,0,440000,440300,3689
479948289,二师弟被妖怪抓走了,2,0,2040-01-01,11,6,,0,5,410000,410100,546
603990352,野生奥野曼酱,1,29,1992-03-08,11,9,,0,8,530000,530100,19352
96875590,Jiapo_,1,25,1996-02-09,11,9,加油,23,30,430000,430100,19140
405660555,楪是ye不是die,2,21,2000-12-18,0,8,热爱生活 奔赴山海,30,52,440000,442000,4077
618994844,Intermingling,0,0,2040-01-01,0,6,,1,6,440000,440300,914
42821049,Kivens_C,1,29,1992-06-26,11,9,直男愛萝莉   😂😂😂  faker  away ,47,184,440000,440300,8627
333395891,HI_LIGHT_bonafide,0,0,2040-01-01,11,9,,40,190,0,100,8942
118105634,AngelJJw,1,0,2040-01-01,11,8,,0,11,460000,460200,3773
1350425874,Ais兰,1,16,2005-05-17,0,6,,0,17,110000,110101,973
450005248,星坠云落,1,17,2004-04-21,0,8,,0,5,510000,510900,6698
544377313,滅魂尐金123,0,0,2040-01-01,0,5,,0,8,370000,371300,281
1296538038,_Raon_,2,21,2000-03-07,11,6,或许因为你是你 我才这么喜欢你  ,6,4,320000,320100,832
264250881,毒液HXG,1,22,1999-07-02,11,8,想象的自由 不是自由,6,40,450000,450700,4290
1388886324,DONTG,2,17,2004-04-19,0,0,公道自在人心 问心无愧就好啦 ,0,4,450000,451200,2
88887175,帐号已注销,0,0,2040-01-01,0,9,,7,1,0,100,9527
453967401,丿诠释爱情,1,17,2004-08-26,0,6,Alive ,0,10,360000,360300,949
416264620,搂月,2,0,2040-01-01,0,8,你一笑风来 再笑花开,5,15,420000,421100,6610
360951901,木一又_,1,0,2040-01-01,0,8,,7,59,0,100,3401
393068754,湖南柏原崇,1,23,1998-10-16,11,8,好好做人,95,2,440000,440100,6935
569061322,TaylorloveJoe,1,0,2040-01-01,0,7,,1,19,510000,511600,1000
1334629004,冬凌风,1,0,2040-01-01,0,6,,0,7,350000,350400,912
105158748,感性Controller,2,0,2040-01-01,11,8,不想做太阳 只想做你眼眸中的一粒星辰,20,63,450000,450200,6042
507596711,橘恩姐姐,2,21,2000-12-15,0,8,那就散了吧 希望你好好的,28,6,1000000,1010000,5433
307289255,余生无人问津的生活,1,22,1999-09-10,0,8,别看了 我和你差不多   ,0,71,510000,511000,7311
328642648,7c-Mer,2,32,1989-11-16,0,8,,1,29,650000,652800,7427
485134074,干饭王小金,2,19,2002-04-20,0,8,为什么李荣浩唱歌这么这么好听呀 ,2,22,330000,330700,3330
432339682,Folkloreh,1,21,2000-12-19,11,8,,4,21,420000,420100,3168
136085699,蜜汁ziOnAaa,1,0,2040-01-01,11,9,ow及csgo选手 我爱你们就这么多,0,88,0,100,9177
500313681,公子木冉,2,24,1997-09-07,11,7,陌上人如玉,0,4,370000,370200,1420
247089438,赵四小姐-sakura,2,0,2040-01-01,0,8,,1,22,520000,522200,3535
1388250571,仰望的白猫,1,0,2040-01-01,0,7,,0,37,450000,450700,1464
133109318,imxiaohhao,1,0,2040-01-01,0,8,,5,15,440000,441900,3677
1316401065,Vaviloman,0,21,2000-01-01,0,8,,3,18,510000,510100,4044
250687331,霸王脱发世家,1,21,2000-05-29,11,8,lolololololololol,12,46,310000,310101,4392
393022997,蜜桃ov,2,0,2040-01-01,11,7,,11,16,0,100,2982
295773050,只要被爱就不想统治世界,2,22,1999-03-15,11,7,,1,1,1000000,1005500,2139
110772026,她不是Icy,2,24,1997-11-04,11,9,爱自己是终身浪漫的开始,1169,97,360000,360100,14851
442157590,9lions,1,22,1999-01-29,11,7,,1,14,110000,110101,2076
115200932,卡面来哒95旭,1,22,1999-08-17,0,9,想 念,0,95,360000,360700,8518
321086202,一只井儿,2,0,2040-01-01,11,8,𝓘 𝓵𝓸𝓿𝓮 𝔂𝓸𝓾 𝓽𝓱𝓻𝓮𝓮 𝓽𝓱𝓸𝓾𝓼𝓪𝓷𝓭 ,93,225,0,100,5735
402335894,深港的小鱼,2,21,2000-07-24,11,8,我是一只没有翅膀的飞鸟    ,5,34,320000,320500,4004
1388589711,鬼与清酒,1,0,2040-01-01,0,7,,0,8,530000,530100,2092
610527565,i_vette,0,0,2021-01-01,11,8,,9,74,1000000,1010000,6973
478673325,多年以后奥,1,0,2040-01-01,0,5,,0,3,370000,371100,288
377101225,秋名山黑司机,1,24,1997-01-14,0,7,周杰伦的小小迷弟呀,2,18,510000,510100,1917
136653197,故國方別,2,17,2004-01-06,0,8,肖申克还有音乐,145,47,110000,110101,3348
277285809,kaonimiaoo,2,0,2040-01-01,0,7,,4,2,0,100,2392
444480456,帐号已注销,0,0,2040-01-01,0,7,,3,3,0,100,1826
508826414,心酒为友170616,1,0,2040-01-01,0,6,,0,4,610000,610700,701
44672535,kyokudo,0,0,2040-01-01,11,8,,0,2,0,100,4293
317017210,Distanc70Km,1,0,2040-01-01,11,9,High up  you re falling back down ,20,123,0,100,10049
266036197,33不是猪_J31r,2,21,2000-01-29,11,8,,9,4,1000000,1007700,3517
43815169,sleep_walker_alpha,1,26,1995-03-27,11,8,can you tell me a story,30,31,110000,110101,6246
580015193,余影1708,2,0,2040-01-01,0,8,,0,25,440000,440100,3733
293140782,白颜子熙若白,1,21,2000-07-20,11,9,至死不渝,0,35,310000,310101,8731
328513433,藤井树他死了,1,26,1995-03-25,0,7,你好吗 我很好 ,1,16,1000000,1005500,2446
477508127,骚贱林晨,0,0,2040-01-01,0,6,,0,9,440000,441900,875
1341104255,裙摆乱了吗,2,0,2040-01-01,0,7,爱他明月好 憔悴也相关,1,21,370000,371300,1967
317461299,来自平行宇宙的史上最萌小天使,2,16,2005-01-12,0,8, Call me by your name and I well call your by mine       ,81,120,610000,610100,4727
1328384827,网络出问题啦,1,0,2040-01-01,0,3,,0,4,350000,350200,75
507049209,帐号已注销,0,0,2040-01-01,0,8,,24,39,0,100,3383
1362612104,杰杰是宝贝,2,0,2040-01-01,0,8,离别是人间常态 相逢才是意外 ,3,19,0,100,3637
321231067,罗西梅,2,25,1996-01-24,11,8,feed your soul,0,34,1000000,1005300,3981
484584031,圣母颂慢四步,1,0,2040-01-01,0,7,,0,14,110000,110101,1790
